v2paenname,country_name,year,v2xpa_antiplural,v2xpa_popul,v2paseatshare,v2panumbseat,v2patotalseat,v2pavote,v2paallian,v2pavallian,v2panoallian,v2pagovsup,v2papariah,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Communist Party of Ukraine,Ukraine,1998,0.505,0.866,37.3,84,225,25.4,0,,,3,0.32,2.771,1.404,-0.915,-0.331,0.945,0.138,0.896,-0.934,1.921,1.74,0.106,1.331,-3.349,1.793,-0.345
Communist Party of Ukraine,Ukraine,2002,0.475,0.866,26.2,59,225,20.8,0,,,3,0.32,2.771,1.404,-0.915,-0.243,0.945,0.286,0.896,-0.934,1.921,1.74,0.106,1.331,-3.357,1.793,-0.345
Communist Party of Ukraine,Ukraine,2007,0.537,0.869,6,27,450,5.6,0,,,3,0.321,2.764,1.426,-0.95,-0.571,0.927,0.206,0.713,-0.937,1.878,1.518,0.104,1.321,-3.367,1.805,-0.334
Communist Party of Ukraine,Ukraine,2012,0.524,0.792,7.1,32,450,13.2,0,,,1,0.297,1.737,1.426,-0.716,-0.571,1.008,0.206,0.713,-0.938,1.878,1.518,0.104,1.343,-3.367,1.805,-0.334
For a United Ukraine!,Ukraine,2002,0.769,0.046,15.6,35,225,12.3,0,,,0,1.164,-2.099,-3.033,0.402,-1.51,0.296,-0.75,-0.486,-0.531,0.318,0.867,-0.373,0.556,0.294,-0.683,2.523
Party of Greens of Ukraine,Ukraine,1990,,,,,,,1,,111,,,,,,,,,,,,,,,,,
Party of Greens of Ukraine,Ukraine,1998,0.203,0.292,8.4,19,225,5.6,0,,,3,1.305,-0.155,-1.501,1.854,0.121,1.15,1.382,-0.514,0.531,0.117,1.783,-0.81,0.685,0.066,-0.625,-1.4
Yulia Tymoshenko Bloc,Ukraine,2002,0.628,0.771,9.8,22,225,7.5,0,,,3,1.107,1.568,1.358,-1.883,0.356,-0.048,-1.187,-0.01,0.297,-0.361,0.146,1.979,1.707,-0.627,-0.176,0.163
Yulia Tymoshenko Bloc,Ukraine,2006,0.682,0.74,28.7,129,450,23.1,0,,,3,1.354,1.398,1.248,-2.602,0.37,-0.048,-1.505,0.567,0.297,-0.587,0.146,1.979,1.707,-0.627,-0.176,0.272
Yulia Tymoshenko Bloc,Ukraine,2007,0.689,0.71,34.7,156,450,32.1,0,,,0,1.354,1.176,1.248,-2.602,0.246,-0.048,-1.364,-0.019,0.297,-0.587,0.146,1.979,1.707,-0.627,-0.176,0.272
Yulia Tymoshenko Bloc,Ukraine,2012,0.555,0.675,22.4,101,450,25.5,0,,,3,0.978,1.397,0.572,-2.703,0.374,0.408,-0.408,0.183,0.566,-0.649,0.146,1.979,1.724,-0.462,-0.432,0.259
Our Ukraine – People's Self-Defense Bloc,Ukraine,2002,0.391,0.62,31.1,70,225,24.5,0,,,3,0.985,1.153,0.278,-0.015,1.216,0.031,-1.218,-0.035,0.367,-1.219,-0.467,-0.075,0.812,1.291,-1.649,-0.307
Our Ukraine – People's Self-Defense Bloc,Ukraine,2006,0.451,0.411,18,81,450,14.5,0,,,1,1.326,0.238,-0.729,-0.105,1.216,-0.455,-1.424,-0.035,0.388,-1.219,-0.467,-0.075,0.885,1.291,-1.616,-0.061
Our Ukraine – People's Self-Defense Bloc,Ukraine,2007,0.504,0.418,16,72,450,14.8,0,,,1,0.966,0.514,-0.862,-0.61,1.067,-0.455,-1.439,-0.035,0.388,-1.219,-0.567,-0.075,0.812,1.291,-1.65,-0.061
Party of Regions,Ukraine,2006,0.68,0.327,41.3,186,450,33.4,0,,,0,1.013,-0.056,-1.231,-0.864,-0.72,0.617,-0.859,-0.216,-0.359,1.072,0.396,-0.07,0.561,0.278,-0.473,2.549
Party of Regions,Ukraine,2007,0.694,0.279,38.9,175,450,35.9,0,,,3,1.005,-0.533,-1.231,-0.864,-0.72,0.617,-1.049,-0.216,-0.501,1.072,0.387,-0.07,0.548,0.267,-0.473,2.549
Party of Regions,Ukraine,2012,0.83,0.196,41.1,185,450,30,0,,,0,1.174,-1.044,-1.612,-0.5,-1.339,0.617,-1.984,-0.216,-0.501,1.072,0.387,-0.07,0.547,0.122,-0.473,2.546
independent,Ukraine,1994,,,37.3,168,450,54.9,0,,,,,,,,,,,,,,,,,,,
independent,Ukraine,2019,,,10.2,46,450,,0,,,,,,,,,,,,,,,,,,,
"All Ukrainian Union """"Fatherland""""",Ukraine,2014,0.68,0.715,4.2,19,450,5.7,0,,,1,1.335,1.276,1.14,-0.982,0.255,-0.48,-1.602,0.166,0.626,-0.726,0.122,1.97,1.583,-0.461,-0.435,-0.248
"All Ukrainian Union """"Fatherland""""",Ukraine,2019,0.518,0.724,5.8,26,450,8.2,0,,,3,1.164,1.276,1.248,-1.32,0.516,-0.062,-0.565,-0.044,0.626,-0.726,-0.036,1.97,1.583,-0.658,-0.435,-0.1
"All Ukrainian Union """"Freedom"""" / Svoboda",Ukraine,2014,0.977,0.845,1.3,6,450,4.7,0,,,3,0.267,2.856,1.133,-2.772,-0.712,-2.394,-3.736,-3.329,-2.639,-3.722,-1.209,-1.492,-0.251,0.859,-0.832,-1.081
People's Front,Ukraine,2014,0.832,0.348,18.2,82,450,22.1,0,,,0,1.49,-0.404,-0.533,-0.357,-0.361,-1.179,-2.211,-1.22,-0.063,-1.232,-0.269,-0.06,0.821,1.472,-2.007,-0.144
Radical Party of Oleh Lyashko,Ukraine,2014,0.953,0.938,4.9,22,450,7.4,0,,,1,0.36,3.338,2.096,-3.225,-0.669,-1.151,-3.35,-1.805,-0.708,-1.695,-0.231,-2.01,-0.266,-0.054,-1.079,0.227
Self Reliance Party,Ukraine,2014,0.383,0.478,7.3,33,450,11,0,,,1,1.294,0.494,-0.351,0.216,0.512,-0.177,0.391,-0.356,0.879,-0.996,0.554,1.123,0.882,1.292,-1.873,-0.994
European Solidarity / Petro Poroshenko Bloc,Ukraine,2014,0.748,0.331,29.3,132,450,21.8,0,,,1,2.036,-0.645,-0.231,-0.886,0.171,-0.823,-2.056,0.638,0.867,-1.155,-1.41,0.63,0.834,1.109,-1.871,0.593
European Solidarity / Petro Poroshenko Bloc,Ukraine,2019,0.779,0.393,5.6,25,450,8.1,0,,,3,1.005,-0.062,-0.54,-1.24,-0.094,-0.828,-1.768,0.17,0.867,-1.541,-2.25,0.773,0.834,1.109,-1.871,0.77
Opposition Bloc,Ukraine,2014,0.535,0.464,6.4,29,450,9.4,0,,,3,-0.21,0.693,-0.643,0.276,-0.941,1.266,0.072,0.319,-1.472,1.93,0.386,-0.423,0.544,0.024,-0.482,1.566
Ukrainian Democratic Alliance for Reform,Ukraine,2012,0.286,0.465,8.9,40,450,14,0,,,3,1.476,0.446,-0.416,0.308,1.034,0.658,-0.37,0.189,1.1,-0.744,0.95,0.093,0.811,1.25,-1.887,-0.351
Communist Party of Ukraine,Ukraine,1990,,,73.6,331,450,,0,,,,,,,,,,,,,,,,,,,
Servant of the People,Ukraine,2019,0.259,0.896,56.4,254,450,43.2,0,,,0,1.508,2.237,2.56,0.035,0.594,0.572,1.109,1.499,1.225,0.033,1.347,1.264,1.328,1.09,-0.864,-0.953
Opposition Platform — For Life,Ukraine,2019,0.594,0.529,9.6,43,450,13.1,0,,,3,-0.166,0.517,0.085,-1.143,-0.862,1.27,-0.057,0.246,-0.903,1.9,0.119,-0.458,0.54,-0.097,-0.461,1.57
Voice,Ukraine,2019,0.148,0.484,4.4,20,450,5.8,0,,,3,1.178,0.774,-0.536,1.232,1.88,-0.345,0.631,0.162,2.019,-1.113,0.125,2.166,1.899,1.151,-2.204,-1.841
alliance: Democratic Bloc,Ukraine,1990,,,24.7,111,450,,2,,111,,,,,,,,,,,,,,,,,
technical: Vacant,Ukraine,1994,,,24.9,112,450,,0,,,,,,,,,,,,,,,,,,,
National Liberal Party,United Kingdom,1922,,,8.6,53,615,10.2,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1900,,,27.5,184,670,41.2,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1906,,,59.7,400,670,44.5,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1910,,,40.4,271,670,40.7,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1918,,,5.1,36,707,13,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1922,,,10.1,62,615,18.5,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1923,,,25.7,158,615,29.7,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1924,,,6.5,40,615,17.6,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1929,,,9.6,59,615,23.4,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1931,,,5.2,32,615,6.3,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1935,,,3.4,21,615,6.6,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1945,,,1.9,12,640,9,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1950,,,1.4,9,625,9.1,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1959,,,1,6,630,5.9,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1964,,,1.4,9,630,11.2,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1966,,,1.9,12,630,8.6,0,,,,,,,,,,,,,,,,,,,
Liberal Party,United Kingdom,1970,0.071,0.324,1,6,630,7.5,0,,,3,-2.11,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1974,0.071,0.324,2,13,635,18.3,0,,,3,-2.11,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1979,0.071,0.324,1.7,11,635,13.8,0,,,3,-1.088,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1983,0.071,0.324,2.6,17,650,25.4,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1987,0.071,0.324,2.6,17,650,22.6,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1992,0.071,0.324,3.1,20,651,17.8,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.804,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,1997,0.071,0.324,7,46,659,16.8,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,1.497,0.808,1.746,-0.001,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,2001,0.071,0.324,7.9,52,659,18.3,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,2.952,0.808,1.746,1.482,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,2005,0.071,0.324,9.6,62,646,22,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,2.952,0.808,1.746,1.482,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,2010,0.071,0.324,8.8,57,650,23,0,,,1,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,2.952,0.808,1.746,1.482,1.448,0.102,-0.367,-2.384
Liberal Party,United Kingdom,2015,0.071,0.324,1.2,8,650,7.9,0,,,3,-2.135,-0.681,-0.219,-0.388,1.41,2.067,1.764,2.373,2.952,0.808,1.746,2.296,1.448,0.102,-0.367,-2.384
United Kingdom Independence Party,United Kingdom,2001,0.556,0.949,0,0,659,1.5,0,,,3,-2.987,2.934,2.882,-1.114,0.762,-2.172,0.541,-3.602,-0.383,-0.634,0.998,-0.778,-1.725,2.539,-1.412,-2.376
United Kingdom Independence Party,United Kingdom,2005,0.556,0.949,0,0,646,2.2,0,,,3,-2.987,2.934,2.882,-1.114,0.762,-2.172,0.541,-3.602,-0.383,-0.634,0.998,-0.778,-1.725,2.539,-1.412,-2.376
United Kingdom Independence Party,United Kingdom,2010,0.556,0.949,0,0,650,3.1,0,,,3,-2.987,2.934,2.882,-1.114,0.762,-2.172,0.541,-3.602,-0.383,-0.634,0.998,-0.778,-1.725,2.539,-1.412,-2.376
United Kingdom Independence Party,United Kingdom,2015,0.583,0.949,0.2,1,650,12.7,0,,,3,-2.546,2.934,2.882,-1.711,0.762,-2.172,0.541,-3.602,-0.383,-0.634,0.998,-0.778,-1.725,2.539,-1.412,-2.376
United Kingdom Independence Party,United Kingdom,2017,0.583,0.875,0,0,650,1.8,0,,,3,-2.546,1.943,2.882,-1.711,0.762,-2.172,0.541,-3.602,-0.383,-0.634,0.998,-0.778,-1.725,2.539,-1.412,-2.376
Scottish National Party,United Kingdom,2019,0.108,0.555,7.4,48,650,3.9,0,,,3,-0.655,0.459,0.556,-0.318,1.45,1.081,1.749,1.447,1.685,-0.317,1.778,2.581,1.315,-1.985,1.831,-0.857
Liberal Democrats,United Kingdom,2017,0.08,0.327,1.8,12,650,7.4,0,,,3,-2.152,-0.647,-0.221,0.319,1.387,1.452,1.72,2.38,3.289,2.045,1.777,2.559,2.751,-0.43,-0.393,-2.403
Liberal Democrats,United Kingdom,2019,0.08,0.327,1.7,11,650,11.5,0,,,3,-0.442,-0.647,-0.221,0.319,1.387,1.452,1.72,2.38,3.289,1.5,1.777,2.559,2.751,-0.165,0.011,-2.403
Labour,United Kingdom,1906,,,4.3,29,670,5.5,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1910,,,6.3,42,670,7,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1918,,,8.1,57,707,20.8,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1922,,,23.1,142,615,29.4,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1923,,,31.1,191,615,30.7,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1924,,,24.6,151,615,33,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1929,,,46.7,287,615,37,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1931,,,8.5,52,615,30.7,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1935,,,25,154,615,37.9,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1945,,,61.4,393,640,48,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1950,,,50.4,315,625,46.1,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1951,,,47.2,295,625,48.8,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1955,,,44,277,630,46.4,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1959,,,41,258,630,43.8,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1964,,,50.3,317,630,44.1,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1966,,,57.8,364,630,48,0,,,,,,,,,,,,,,,,,,,
Labour,United Kingdom,1970,0.103,0.423,45.7,288,630,43.1,0,,,3,-2.148,-0.419,0.937,-0.315,1.404,1.077,1.779,1.42,0.677,0.806,1.751,-0.173,1.443,-0.818,1.058,-1.57
Labour,United Kingdom,1974,0.103,0.423,50.2,319,635,39.2,0,,,0,-2.148,-0.419,0.937,-0.315,1.404,1.077,1.779,0.627,1.146,0.806,1.751,-0.173,1.443,-0.818,1.058,-1.57
Labour,United Kingdom,1979,0.103,0.423,42.4,269,635,36.9,0,,,3,-1.066,-0.419,0.937,-0.315,1.404,1.077,1.779,1.464,1.146,0.806,1.751,-0.173,1.443,-0.818,1.058,-1.57
Labour,United Kingdom,1983,0.115,0.423,32.2,209,650,27.6,0,,,3,-2.092,-0.419,0.937,-0.923,1.404,1.077,1.779,1.464,1.505,0.806,1.751,-0.173,1.443,-1.545,1.058,-1.57
Labour,United Kingdom,1987,0.115,0.423,35.2,229,650,30.8,0,,,3,-2.092,-0.419,0.937,-0.923,1.404,1.077,1.779,1.464,1.505,0.806,1.751,-0.173,1.443,-1.199,1.058,-1.57
Labour,United Kingdom,1992,0.09,0.407,41.6,271,651,34.9,0,,,3,-2.092,-0.419,0.602,0.357,1.404,1.077,1.779,1.464,1.505,0.806,1.751,-0.173,1.971,-0.818,1.058,-1.57
Labour,United Kingdom,1997,0.09,0.387,63.6,419,659,43.2,0,,,0,-2.092,-0.419,0.166,0.357,1.404,1.077,1.779,1.464,1.505,0.806,1.751,0.269,1.971,-0.191,0.583,-1.57
Labour,United Kingdom,2001,0.09,0.323,62.5,412,659,40.7,0,,,0,-2.092,-0.767,0.166,0.357,1.404,1.077,1.779,1.464,2.397,0.806,1.751,0.269,1.971,-0.191,0.583,-1.57
Labour,United Kingdom,2005,0.09,0.323,55,355,646,35.2,0,,,0,-2.092,-0.767,0.166,0.357,1.404,1.077,1.779,1.464,2.397,0.806,1.751,1.477,1.971,-0.191,0.583,-1.57
Labour,United Kingdom,2010,0.09,0.323,39.7,258,650,29,0,,,3,-2.092,-0.767,0.166,0.357,1.404,1.077,1.779,0.849,2.397,0.806,1.751,1.81,2.746,-0.836,1.067,-1.57
Labour,United Kingdom,2015,0.09,0.388,35.7,232,650,30.5,0,,,3,-2.092,-0.423,0.166,0.357,1.404,1.077,1.779,0.849,2.397,0.806,1.751,1.81,2.746,-1.564,1.067,-1.57
Labour,United Kingdom,2017,0.116,0.514,40.3,262,650,40,0,,,3,-2.092,-0.043,1.448,-0.967,1.404,1.077,1.779,1.104,2.397,0.806,1.751,2.101,2.746,-2.474,1.726,-1.57
Labour,United Kingdom,2019,0.116,0.514,31.2,203,650,32.2,0,,,3,-2.092,-0.043,1.448,-0.967,1.404,1.077,1.779,1.104,2.397,0.806,1.751,2.101,2.746,-2.474,1.726,-1.57
Conservatives,United Kingdom,1900,,,49.9,334,670,41.2,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1906,,,19.6,131,670,36.8,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1910,,,33.4,224,670,40.6,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1918,,,54,382,707,38.4,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1922,,,55.9,344,615,38.2,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1923,,,42,258,615,38,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1924,,,67,412,615,47.2,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1929,,,42.3,260,615,38.2,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1931,,,76.4,470,615,55,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1935,,,62.9,387,615,47.7,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1945,,,30.8,197,640,36.2,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1950,,,47.7,298,625,43.4,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1951,,,51.4,321,625,48,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1955,,,54.8,345,630,49.7,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1959,,,57.9,365,630,49.4,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1964,,,48.3,304,630,43.4,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1966,,,40.2,253,630,41.9,0,,,,,,,,,,,,,,,,,,,
Conservatives,United Kingdom,1970,0.089,0.187,52.4,330,630,46.4,0,,,0,-2.102,-1.408,-0.623,0.314,1.444,1.079,1.716,-0.656,-0.629,-0.827,0.281,-0.776,-1.716,1.431,-1.433,-1.57
Conservatives,United Kingdom,1974,0.089,0.187,43.6,277,635,35.8,0,,,3,-2.102,-1.408,-0.623,0.314,1.444,1.079,1.716,-0.656,-0.629,-0.827,0.281,-0.776,-1.716,0.874,-1.433,-1.57
Conservatives,United Kingdom,1979,0.114,0.274,53.4,339,635,43.9,0,,,0,-2.102,-0.972,-0.215,-0.317,1.444,0.781,1.716,-1.335,-0.629,-0.827,0.281,-0.776,-1.716,2.003,-1.433,-1.57
Conservatives,United Kingdom,1983,0.132,0.274,61.1,397,650,42.4,0,,,0,-2.102,-0.972,-0.215,-1.016,1.444,0.781,1.716,-1.828,-1.029,-0.827,0.281,-0.776,-1.22,2.003,-1.433,-1.57
Conservatives,United Kingdom,1987,0.132,0.274,57.8,376,650,42.3,0,,,0,-2.102,-0.972,-0.215,-1.016,1.444,0.781,1.716,-2.206,-1.029,-0.827,0.281,-0.776,-1.22,2.003,-1.433,-1.57
Conservatives,United Kingdom,1992,0.117,0.18,51.6,336,651,41.9,0,,,0,-2.102,-1.455,-0.672,-0.34,1.444,0.781,1.716,-0.928,-0.305,-0.827,0.281,-0.776,-0.096,1.65,-1.433,-1.57
Conservatives,United Kingdom,1997,0.092,0.18,25,165,659,30.7,0,,,3,-2.102,-1.455,-0.672,0.308,1.444,1.077,1.716,-0.928,0.15,-0.827,0.974,0.224,-0.096,1.65,-1.433,-1.57
Conservatives,United Kingdom,2001,0.092,0.18,25.2,166,659,31.7,0,,,3,-2.102,-1.455,-0.672,0.308,1.444,1.077,1.716,-1.923,0.15,-0.827,0.974,0.224,-0.096,0.877,-1.433,-1.57
Conservatives,United Kingdom,2005,0.092,0.18,30.7,198,646,32.4,0,,,3,-2.102,-1.455,-0.672,0.308,1.444,1.077,1.716,-1.923,0.15,-0.827,0.974,0.224,-0.096,0.877,-1.433,-1.57
Conservatives,United Kingdom,2010,0.092,0.18,47.2,307,650,36.1,0,,,0,-2.102,-1.455,-0.672,0.308,1.444,1.077,1.716,-1.923,1.339,-0.827,0.974,1.396,0.265,0.877,-1.628,-1.57
Conservatives,United Kingdom,2015,0.092,0.189,50.9,331,650,36.9,0,,,0,-0.466,-1.455,-0.233,0.308,1.444,1.077,1.716,-3.019,0.887,-0.827,0.974,1.396,0.265,0.877,-1.628,-1.57
Conservatives,United Kingdom,2017,0.348,0.274,48.9,318,650,42.5,0,,,0,-2.121,-0.968,-0.233,-2.147,1.444,-1.859,1.716,-3.591,0.887,-0.827,0.974,1.396,0.265,1.598,-1.628,-1.57
Conservatives,United Kingdom,2019,0.348,0.364,56,364,650,43.6,0,,,0,-2.121,-0.567,0.29,-2.147,1.444,-1.859,1.716,-2.197,0.887,-0.349,0.974,1.71,0.265,2.026,-1.628,-1.57
Liberal Unionist Party,United Kingdom,1900,,,10.1,68,670,7.4,0,,,,,,,,,,,,,,,,,,,
Liberal Unionist Party,United Kingdom,1906,,,3.9,26,670,5.9,0,,,,,,,,,,,,,,,,,,,
Liberal Unionist Party,United Kingdom,1910,,,7.3,49,670,5.6,0,,,,,,,,,,,,,,,,,,,
National Liberal Party – Lloyd George,United Kingdom,1918,,,18,127,707,12.6,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1916,,,48.2,105,218,46.4,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1917,,,,,,22.7,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1919,,,45.5,56,123,44.3,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1922,,,47.2,58,123,47.1,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1925,,,45.5,56,123,46.9,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1928,,,48.8,60,123,48.5,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1931,,,48.8,60,123,44.3,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1934,,,39.4,39,99,37.3,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1938,,,29.3,29,99,32.6,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1942,,,23.2,23,99,22.8,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1946,,,31.3,31,99,31,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1950,,,31.3,31,99,30.8,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1954,,,35.4,35,99,35.2,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1958,,,50.5,50,99,49.7,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1962,,,48,47,98,46.5,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1966,,,41.4,41,99,40.3,0,,,,,,,,,,,,,,,,,,,
National Party,Uruguay,1971,0.282,0.112,40.4,40,99,40.2,0,,,3,0.87,-1.885,-0.944,0.64,0.494,0.906,0.322,1.232,0.212,2.252,0.967,-2.07,-0.607,0.54,-0.605,-0.119
National Party,Uruguay,1984,0.153,0.194,35.4,35,99,33.1,0,,,2,1.484,-1.298,-0.946,1.535,0.703,1.023,1.259,1.253,0.198,1.829,0.995,-1.181,-0.617,0.66,-0.613,-0.604
National Party,Uruguay,1989,0.039,0.047,39.4,39,99,38.9,0,,,0,1.484,-2.499,-0.946,1.535,1.591,1.707,2.064,1.229,0.198,1.829,0.995,-1.203,-0.615,1.594,-0.9,-0.932
National Party,Uruguay,1994,0.024,0.047,31.3,31,99,31.4,0,,,1,1.484,-2.499,-0.946,1.535,2.109,1.673,2.064,1.229,0.198,1.829,0.995,-0.611,-0.615,1.395,-0.9,-1.042
National Party,Uruguay,1999,0.027,0.11,22.2,22,99,22.3,0,,,1,1.484,-1.916,-0.946,1.057,2.109,1.673,2.064,0.629,0.198,1.829,0.995,-0.615,-0.235,1.597,-0.9,-1.042
National Party,Uruguay,2004,0.022,0.049,36.4,36,99,35.1,0,,,3,1.484,-2.467,-0.946,1.631,2.109,1.824,2.064,0.629,-0.179,1.829,0.995,0.625,0.255,1.094,-0.9,-1.042
National Party,Uruguay,2009,0.025,0.109,30.3,30,99,29.9,0,,,3,1.484,-1.916,-0.946,1.105,2.109,1.824,2.064,0.629,0.213,1.829,0.995,0.168,0.571,1.373,-0.9,-1.148
National Party,Uruguay,2014,0.02,0.045,32.3,32,99,31.9,0,,,3,1.484,-2.516,-0.946,1.906,2.109,1.824,2.064,0.629,0.213,1.829,0.995,1.101,0.571,1.269,-0.9,-1.148
National Party,Uruguay,2019,0.046,0.046,30.3,30,99,29.7,0,,,0,1.484,-2.516,-0.769,1.273,1.414,1.824,2.064,0.629,0.727,1.816,0.995,0.851,0.571,1.269,-0.911,-1.006
Colorado Party,Uruguay,1916,,,39.9,87,218,41.2,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1917,,,,,,76.4,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1919,,,52,64,123,51.9,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1922,,,51.2,63,123,50,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1925,,,51.2,63,123,49.6,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1928,,,48,59,123,48.2,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1931,,,48,59,123,49.1,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1934,,,55.6,55,99,56.1,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1938,,,64.6,64,99,58.4,0,,,,,,,,,,,,,,,,,,,
Colorado Party,Uruguay,1942,,,58.6,58,99,57.1,0,,,,,,,,,,,,,,,,,,,
